,SID,key,Module #,Module,Method,MID,Selected,Reason,Familiar
1164,S_17,1,5,Communicate,Design Roadmap,M_59,False,"Design Roadmap sounds like a fun, comprehensive, and effective communication method. However, according to the direction on the design exchange website, the method seems rather time-consuming and a constant supervision of a leader/mentor. I'm not quite sure if we will have enough time in the final week to complete a good roadmap. ",False
1165,S_17,1,5,Communicate,Envisionment Video,M_60,True,"I believe this is a great way not only to communicate our service solution to future stakeholders and target customers, but also an effective way to communicate amongst ourselves. After last thursday's role play, which I think is similar to the envisionment video, our team was able to reach a better understanding and agreement on how we should improve the design. ",False
1166,S_17,1,5,Communicate,Personas,M_61,False,"As we have already implemented personas in our previous design phases, I recognize that this is an extremely useful method to communicate our ideas. I believe this is a good method, but I did not choose it because we can implement this method into storyboarding and make that communication even more realistic and better. ",True
1167,S_17,1,5,Communicate,Service Blueprint,M_62,True,"This is a clear break down for not only the customer touch points, but also stakeholders and the designers. I believe my team can definitely benefit from a holistic breakdown of the service process. ",False
1168,S_17,1,5,Communicate,Storyboard,M_63,True,I believe this method is able to break our app service down into step and help us revisit most of our touch points and how we are addressing pain and gain points in each step. I think it is very important to look back on the basics and why we came up with the design even when we have already come up with the prototype and wireframes. It allows us to stay on track and improve anything that we catch before we start to build  a real app (if that's happening).,False
1169,S_17,1,5,Communicate,Usability Report,M_64,False,"I believe this method could be extremely useful if we are actually realizing this design. However, with the one week left for final touches on building the design, I doubt if we will have enough time to collect user data and make a good usability report. ",False
1170,S_18,1,1,Research,1:1 Interview,M_0,False,"I believe the interview, while easy to conduct, lacks focus on the collective, an essential component of this challenge.",True
1171,S_18,1,1,Research,AEIOU,M_1,True,"The selection of AEIOU is based on a desire to understand the experience of the user. I think the primary function of robotics, and indeed mobile sensing in general, is derived from the desire to fundamentally transform the experience of the user in some form of another. Therefore, it makes sense to identify, and really dig deep into a specific experience and understand all the components involved, and thereby drawn conclusion about where automatic sensing could fit into this process and improve the experience of the users. The reason other frameworks (POSTA and POEMS) were not selected is because they do not have a singular focus on the experience, and I believe for this task, we must narrow our focus to a specific selection. By using the AEIOU framework, I think the team could gain valuable perspective, allowing for a better understanding of the task as a whole.",False
1172,S_18,1,1,Research,Closed Card Sorting,M_2,False,"I feel that the problem that we are to address does not necessarily neatly fit into categories, which would make closed card sorting unnecessary and over complicated.",False
1173,S_18,1,1,Research,Community Appraisal,M_3,False,I think that the resources necessary to conduct community appraisal would be too much for the given time frame. Our time is better spent on other methods.,True
1174,S_18,1,1,Research,Competitive Analysis,M_4,True,"The selection of competitive analysis is for better understanding the market the product exists in. As with any product, its position in marketplace is significant. Competitive analysis will help to identify the need we are meeting with our product as well as how we can differentiate it and craft a solid value proposition for it to stand on. In this respect, competitive analysis will help us to identify weaknesses and other needs that are not being met by current technology and help create a product that meets those needs while generating a profit. Therefore, competitive analysis serves as a complement to the other methods allowing for our design process to cover three sectors of thought and thus create a well-rounded product that takes into consideration several sets of limitations.",True
